position,nameid,name,id,rosterposition,salary,gameinfo,teamabbrev,avgpointspergame,datetime,opp,team_id,opp_team_id,shortname,player_id,game_date,slateid
C,Jesse Edwards (37170729),Jesse Edwards,37170729,C/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,0.0,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,jesseedwards,1642399,2024-12-29,Main
PF,PJ Dozier (37170731),PJ Dozier,37170731,PF/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,2.58,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,pjdozier,1628408,2024-12-29,Main
SF,Josh Minott (37170734),Josh Minott,37170734,SF/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,7.0,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,joshminott,1631169,2024-12-29,Main
PF/C,Leonard Miller (37170737),Leonard Miller,37170737,PF/C/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,4.0,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,leonardmiller,1631159,2024-12-29,Main
SG/SF,Terrence Shannon Jr. (37170741),Terrence Shannon Jr.,37170741,SG/SF/F/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,3.0,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,terrenceshannon,1630545,2024-12-29,Main
SG,Jaylen Clark (37170746),Jaylen Clark,37170746,SG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,0.0,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,jaylenclark,1641740,2024-12-29,Main
PG,Rob Dillingham (37170749),Rob Dillingham,37170749,PG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,7.12,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,robdillingham,1642265,2024-12-29,Main
PF,Joe Ingles (37170752),Joe Ingles,37170752,PF/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,2.21,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,joeingles,204060,2024-12-29,Main
PG,Daishen Nix (37170755),Daishen Nix,37170755,PG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,2.83,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,daishennix,1630227,2024-12-29,Main
C,Luka Garza (37170758),Luka Garza,37170758,C/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,MIN,5.75,2024-12-29 20:00:00-05:00,SAS,1610612750,1610612759,lukagarza,1630568,2024-12-29,Main
PF,Riley Minix (37170837),Riley Minix,37170837,PF/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,2.5,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,rileyminix,1642434,2024-12-29,Main
PG/SG,Blake Wesley (37170840),Blake Wesley,37170840,PG/SG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,8.49,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,blakewesley,1631104,2024-12-29,Main
PF,Harrison Ingram (37170844),Harrison Ingram,37170844,PF/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,1.25,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,harrisoningram,1631127,2024-12-29,Main
SG/SF,Sidy Cissoko (37170847),Sidy Cissoko,37170847,SG/SF/F/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,2.62,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,sidycissoko,1631321,2024-12-29,Main
SG,David Duke Jr. (37170852),David Duke Jr.,37170852,SG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,6.0,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,davidduke,1630561,2024-12-29,Main
PF/C,Sandro Mamukelashvili (37170855),Sandro Mamukelashvili,37170855,PF/C/F/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,9.36,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,sandromamukelashvili,1630572,2024-12-29,Main
PG/SG,Malaki Branham (37170859),Malaki Branham,37170859,PG/SG/G/UTIL,3000,SAS@MIN 12/29/2024 08:00PM ET,SAS,10.1,2024-12-29 20:00:00-05:00,MIN,1610612759,1610612750,malakibranham,1631103,2024-12-29,Main
